Catherine,Fri Jan 17 20:05:35 +0000 2020,@jamestanton Three 5*10*3 unit blocks can be assembled as a 15*10*3 block with SA=V=450 (numerically).Similarly th… https://t.co/tajs66AHQn,Australia,Adelaide,18,185,0,3517,False,289,False,http://pbs.twimg.com/profile_images/682040231793590276/P4aOyk_b_normal.jpg,
Joanna Moran,Fri Jan 17 20:05:37 +0000 2020,And your no.1 movie of the century (so far!) is..... Mad Max: Fury Road. Director George Miller’s original steering… https://t.co/hIIUlsQLOG,Australia,Sydney,304,552,24,7004,False,5412,False,http://pbs.twimg.com/profile_images/509708916603645952/A5o6D4B__normal.jpeg,
AussieDebPeace,Fri Jan 17 20:05:39 +0000 2020,@PRU_Warrior @LaurelBlu @Samiknowsbest1 @RadarResist @RileyPatty @2020_DEMS_WIN @nadeema @IamMultiversal… https://t.co/4we7s2cgpF,Australia,Central Coast,28943,24216,12,70234,False,28510,False,http://pbs.twimg.com/profile_images/1215743110308712448/pYEPFIk7_normal.jpg,
theliewithin_,Fri Jan 17 20:05:42 +0000 2020,RT @JeffHannMADA: These rejects have no clue about anything... hahahaha... #vaccines #vaccinations #MMR #measles #InformedConsent #Vaccinat…,Australia,General,2,30,0,33,False,14,False,http://pbs.twimg.com/profile_images/1216806856250642432/vDW4Nqsb_normal.jpg,
Steve Wilkins,Fri Jan 17 20:05:43 +0000 2020,Powerful stuff,Australia,Shoal Bay,708,610,22,148,False,1617,False,http://pbs.twimg.com/profile_images/3100621317/dcfd4884ceac6f37579319e4a9392f41_normal.jpeg,
crisvow279,Fri Jan 17 20:05:45 +0000 2020,RT @Chena_Punim: Listen guys you can’t get the flu from the flu shot. Only “flu-like illness.” You can’t get the measles from the MMR onl…,Australia,General,42,86,0,564,False,737,False,http://pbs.twimg.com/profile_images/1138880497701072897/oWdYS9jO_normal.jpg,
Paul Matheson,Fri Jan 17 20:05:47 +0000 2020,@newscomauHQ Does anyone even still watch the olympics anymore? Give country town some water instead. I’m with her.… https://t.co/1dvKeAHtp3,Australia,Cairns,76,46,0,855,False,381,False,http://pbs.twimg.com/profile_images/860008361797877760/SekHSVrF_normal.jpg,
(((Liz Ditz))),Fri Jan 17 20:05:55 +0000 2020,RT @aetiology: @ArcticTidalSurg @doritmi Not at all. I agree they're not as effective in older individuals. That's hardly a surprise and I'…,Australia,General,8958,9242,769,111709,False,525503,False,http://pbs.twimg.com/profile_images/884125458173804544/iQFLVlLE_normal.jpg,
Robertjohnevans,Fri Jan 17 20:05:58 +0000 2020,@rollsroses1 So true,Australia,Sydney,55,771,0,2026,False,1854,False,http://pbs.twimg.com/profile_images/1207069600409513986/hVWRyBVA_normal.jpg,
(((Liz Ditz))),Fri Jan 17 20:06:02 +0000 2020,RT @aetiology: Millennials y'all need to do some work with your peers. https://t.co/nclWIvVK8j,Australia,General,8958,9242,769,111709,False,525504,False,http://pbs.twimg.com/profile_images/884125458173804544/iQFLVlLE_normal.jpg,
